Target_E   Reached_E  Difference   Sweeps  TotalTime  Electrons  Dimension    J     K     B 
-3.6000    -1.2414   -2.3586       00100   005        2          0000000006   0.60  0.70  0.40
-3.8249    -2.1382   -1.6866       00100   005        2          0000000006   0.70  0.70  0.40
-4.0608    -1.6290   -2.4318       00100   005        2          0000000006   0.80  0.70  0.40
-4.3052    -1.9146   -2.3906       00100   005        2          0000000006   0.90  0.70  0.40
-4.5559    -3.0747   -1.4813       00100   005        2          0000000006   1.00  0.70  0.40
-3.2000    -2.9258   -0.2742       00100   005        2          0000000006   0.00  0.80  0.40
-3.2248    -2.4219   -0.8029       00100   005        2          0000000006   0.10  0.80  0.40
-3.2971    -3.1828   -0.1142       00100   005        2          0000000006   0.20  0.80  0.40
-3.4111    -2.2516   -1.1595       00100   005        2          0000000006   0.30  0.80  0.40
-3.5596    -2.5607   -0.9989       00100   005        2          0000000006   0.40  0.80  0.40
-3.7354    -3.1039   -0.6315       00100   005        2          0000000006   0.50  0.80  0.40
-3.9324    -3.1008   -0.8316       00100   005        2          0000000006   0.60  0.80  0.40
-4.1456    -2.4368   -1.7087       00100   005        2          0000000006   0.70  0.80  0.40
-4.3713    -1.3496   -3.0216       00100   005        2          0000000006   0.80  0.80  0.40
-4.6067    -2.8253   -1.7814       00100   005        2          0000000006   0.90  0.80  0.40
-4.8496    -3.1998   -1.6498       00100   005        2          0000000006   1.00  0.80  0.40
-3.6000    -1.9483   -1.6517       00100   005        2          0000000006   0.00  0.90  0.40
-3.6221    -2.3235   -1.2985       00100   005        2          0000000006   0.10  0.90  0.40
-3.6868    -2.0135   -1.6732       00100   005        2          0000000006   0.20  0.90  0.40
-3.7900    -3.4664   -0.3236       00100   005        2          0000000006   0.30  0.90  0.40
-3.9260    -3.1846   -0.7414       00100   005        2          0000000006   0.40  0.90  0.40
-4.0891    -2.0071   -2.0820       00100   005        2          0000000006   0.50  0.90  0.40
-4.2739    -2.1887   -2.0851       00100   005        2          0000000006   0.60  0.90  0.40
-4.4758    -1.6144   -2.8614       00100   005        2          0000000006   0.70  0.90  0.40
-4.6914    -2.9857   -1.7056       00100   005        2          0000000006   0.80  0.90  0.40
-4.9177    -4.2798   -0.6379       00100   005        2          0000000006   0.90  0.90  0.40
-5.1526    -2.5656   -2.5870       00100   005        2          0000000006   1.00  0.90  0.40
-4.0000    -2.7417   -1.2583       00100   005        2          0000000006   0.00  1.00  0.40
-4.0199    -2.4809   -1.5390       00100   005        2          0000000006   0.10  1.00  0.40
-4.0785    -3.1853   -0.8931       00100   005        2          0000000006   0.20  1.00  0.40
-4.1726    -3.6478   -0.5247       00100   005        2          0000000006   0.30  1.00  0.40
-4.2978    -2.8764   -1.4214       00100   005        2          0000000006   0.40  1.00  0.40
-4.4495    -3.7760   -0.6735       00100   005        2          0000000006   0.50  1.00  0.40
-4.6230    -2.6965   -1.9265       00100   005        2          0000000006   0.60  1.00  0.40
-4.8142    -3.5684   -1.2459       00100   005        2          0000000006   0.70  1.00  0.40
-5.0199    -2.7547   -2.2653       00100   005        2          0000000006   0.80  1.00  0.40
-5.2373    -4.2805   -0.9568       00100   005        2          0000000006   0.90  1.00  0.40
-5.4641    -3.6817   -1.7824       00100   005        2          0000000006   1.00  1.00  0.40
 0.0000     0.0000    0.0000       00100   005        2          0000000006   0.00  0.00  0.50
-0.2828    -0.1508   -0.1321       00100   005        2          0000000006   0.10  0.00  0.50
-0.5657    -0.3861   -0.1796       00100   005        2          0000000006   0.20  0.00  0.50
-0.8485    -0.5855   -0.2630       00100   005        2          0000000006   0.30  0.00  0.50
-1.1314    -1.0062   -0.1252       00100   005        2          0000000006   0.40  0.00  0.50
-1.4142    -0.6620   -0.7523       00100   005        2          0000000006   0.50  0.00  0.50
-1.6971    -1.0835   -0.6136       00100   005        2          0000000006   0.60  0.00  0.50
-1.9799    -0.3927   -1.5872       00100   005        2          0000000006   0.70  0.00  0.50
-2.2627    -1.2101   -1.0526       00100   005        2          0000000006   0.80  0.00  0.50
-2.5456    -1.5859   -0.9597       00100   005        2          0000000006   0.90  0.00  0.50
-2.8284    -1.8948   -0.9336       00100   005        2          0000000006   1.00  0.00  0.50
-0.4000    -0.3291   -0.0709       00100   005        2          0000000006   0.00  0.10  0.50
-0.5464    -0.4310   -0.1154       00100   005        2          0000000006   0.10  0.10  0.50
-0.8000    -0.6987   -0.1013       00100   005        2          0000000006   0.20  0.10  0.50
-1.0718    -0.8444   -0.2274       00100   005        2          0000000006   0.30  0.10  0.50
-1.3489    -0.7052   -0.6437       00100   005        2          0000000006   0.40  0.10  0.50
-1.6283    -1.0571   -0.5712       00100   005        2          0000000006   0.50  0.10  0.50
-1.9088    -1.0141   -0.8947       00100   005        2          0000000006   0.60  0.10  0.50
-2.1900    -0.1248   -2.0652       00100   005        2          0000000006   0.70  0.10  0.50
-2.4716    -1.3875   -1.0840       00100   005        2          0000000006   0.80  0.10  0.50
-2.7534    -1.6441   -1.1093       00100   005        2          0000000006   0.90  0.10  0.50
-3.0355    -2.5424   -0.4931       00100   005        2          0000000006   1.00  0.10  0.50
-0.8000    -0.7797   -0.0203       00100   005        2          0000000006   0.00  0.20  0.50
-0.8899    -0.7275   -0.1624       00100   005        2          0000000006   0.10  0.20  0.50
-1.0928    -0.8384   -0.2544       00100   005        2          0000000006   0.20  0.20  0.50
-1.3381    -1.0480   -0.2901       00100   005        2          0000000006   0.30  0.20  0.50
-1.6000    -1.4304   -0.1696       00100   005        2          0000000006   0.40  0.20  0.50
-1.8697    -1.7121   -0.1576       00100   005        2          0000000006   0.50  0.20  0.50
-2.1436    -1.4676   -0.6760       00100   005        2          0000000006   0.60  0.20  0.50
-2.4199    -0.9308   -1.4891       00100   005        2          0000000006   0.70  0.20  0.50
-2.6978    -1.5404   -1.1574       00100   005        2          0000000006   0.80  0.20  0.50
-2.9768    -2.2806   -0.6962       00100   005        2          0000000006   0.90  0.20  0.50
-3.2566    -2.5768   -0.6798       00100   005        2          0000000006   1.00  0.20  0.50
-1.2000    -0.8393   -0.3607       00100   005        2          0000000006   0.00  0.30  0.50
-1.2633    -0.5192   -0.7442       00100   005        2          0000000006   0.10  0.30  0.50
-1.4246    -1.1298   -0.2948       00100   005        2          0000000006   0.20  0.30  0.50
-1.6392    -0.9979   -0.6414       00100   005        2          0000000006   0.30  0.30  0.50
-1.8806    -0.9842   -0.8965       00100   005        2          0000000006   0.40  0.30  0.50
-2.1362    -1.7310   -0.4052       00100   005        2          0000000006   0.50  0.30  0.50
-2.4000    -1.5144   -0.8856       00100   005        2          0000000006   0.60  0.30  0.50
-2.6688    -1.1689   -1.4999       00100   005        2          0000000006   0.70  0.30  0.50
-2.9409    -2.8118   -0.1292       00100   005        2          0000000006   0.80  0.30  0.50
-3.2153    -2.4446   -0.7708       00100   005        2          0000000006   0.90  0.30  0.50
-3.4914    -1.8524   -1.6390       00100   005        2          0000000006   1.00  0.30  0.50
-1.6000    -1.4881   -0.1119       00100   005        2          0000000006   0.00  0.40  0.50
-1.6485    -0.7393   -0.9093       00100   005        2          0000000006   0.10  0.40  0.50
-1.7798    -1.0830   -0.6968       00100   005        2          0000000006   0.20  0.40  0.50
-1.9662    -1.5776   -0.3886       00100   005        2          0000000006   0.30  0.40  0.50
-2.1856    -1.1188   -1.0669       00100   005        2          0000000006   0.40  0.40  0.50
-2.4248    -1.3678   -1.0570       00100   005        2          0000000006   0.50  0.40  0.50
-2.6762    -1.1011   -1.5750       00100   005        2          0000000006   0.60  0.40  0.50
-2.9354    -2.2285   -0.7070       00100   005        2          0000000006   0.70  0.40  0.50
-3.2000    -0.3415   -2.8585       00100   005        2          0000000006   0.80  0.40  0.50
-3.4683    -2.6141   -0.8542       00100   005        2          0000000006   0.90  0.40  0.50
-3.7394    -2.9939   -0.7455       00100   005        2          0000000006   1.00  0.40  0.50
-2.0000    -1.7587   -0.2413       00100   005        2          0000000006   0.00  0.50  0.50
-2.0392    -1.4228   -0.6164       00100   005        2          0000000006   0.10  0.50  0.50
-2.1489    -2.0818   -0.0671       00100   005        2          0000000006   0.20  0.50  0.50
-2.3115    -2.0809   -0.2306       00100   005        2          0000000006   0.30  0.50  0.50
-2.5100    -2.1729   -0.3371       00100   005        2          0000000006   0.40  0.50  0.50
-2.7321    -2.3298   -0.4022       00100   005        2          0000000006   0.50  0.50  0.50
-2.9698    -2.0029   -0.9668       00100   005        2          0000000006   0.60  0.50  0.50
-3.2181    -2.4315   -0.7866       00100   005        2          0000000006   0.70  0.50  0.50
-3.4739    -2.5579   -0.9159       00100   005        2          0000000006   0.80  0.50  0.50
-3.7350    -2.5201   -1.2148       00100   005        2          0000000006   0.90  0.50  0.50
-4.0000    -1.6984   -2.3016       00100   005        2          0000000006   1.00  0.50  0.50
-2.4000    -1.2015   -1.1985       00100   005        2          0000000006   0.00  0.60  0.50
-2.4329    -2.2545   -0.1784       00100   005        2          0000000006   0.10  0.60  0.50
-2.5266    -2.2880   -0.2386       00100   005        2          0000000006   0.20  0.60  0.50
-2.6697    -2.4810   -0.1887       00100   005        2          0000000006   0.30  0.60  0.50
-2.8492    -2.3957   -0.4535       00100   005        2          0000000006   0.40  0.60  0.50
-3.0547    -1.4726   -1.5821       00100   005        2          0000000006   0.50  0.60  0.50
-3.2785    -1.4753   -1.8032       00100   005        2          0000000006   0.60  0.60  0.50
-3.5152    -2.1568   -1.3583       00100   005        2          0000000006   0.70  0.60  0.50
-3.7612    -2.0821   -1.6792       00100   005        2          0000000006   0.80  0.60  0.50
-4.0142    -3.0074   -1.0068       00100   005        2          0000000006   0.90  0.60  0.50
-4.2725    -3.1417   -1.1308       00100   005        2          0000000006   1.00  0.60  0.50
-2.8000    -1.4924   -1.3076       00100   005        2          0000000006   0.00  0.70  0.50
-2.8283    -2.7320   -0.0962       00100   005        2          0000000006   0.10  0.70  0.50
-2.9100    -2.6417   -0.2682       00100   005        2          0000000006   0.20  0.70  0.50
-3.0371    -1.8796   -1.1575       00100   005        2          0000000006   0.30  0.70  0.50
-3.2000    -2.5238   -0.6762       00100   005        2          0000000006   0.40  0.70  0.50
-3.3900    -2.8662   -0.5237       00100   005        2          0000000006   0.50  0.70  0.50
-3.6000    -2.9102   -0.6898       00100   005        2          0000000006   0.60  0.70  0.50
-3.8249    -1.8810   -1.9439       00100   005        2          0000000006   0.70  0.70  0.50
-4.0608    -3.3875   -0.6733       00100   005        2          0000000006   0.80  0.70  0.50
-4.3052    -1.5999   -2.7052       00100   005        2          0000000006   0.90  0.70  0.50
-4.5559    -3.8066   -0.7493       00100   005        2          0000000006   1.00  0.70  0.50
-3.2000    -2.4837   -0.7163       00100   005        2          0000000006   0.00  0.80  0.50
-3.2248    -3.0127   -0.2121       00100   005        2          0000000006   0.10  0.80  0.50
-3.2971    -2.1554   -1.1417       00100   005        2          0000000006   0.20  0.80  0.50
-3.4111    -2.9670   -0.4441       00100   005        2          0000000006   0.30  0.80  0.50
-3.5596    -2.8641   -0.6955       00100   005        2          0000000006   0.40  0.80  0.50
-3.7354    -2.4449   -1.2905       00100   005        2          0000000006   0.50  0.80  0.50
-3.9324    -2.9927   -0.9396       00100   005        2          0000000006   0.60  0.80  0.50
-4.1456    -1.9363   -2.2092       00100   005        2          0000000006   0.70  0.80  0.50
-4.3713    -3.1779   -1.1934       00100   005        2          0000000006   0.80  0.80  0.50
-4.6067    -3.5569   -1.0498       00100   005        2          0000000006   0.90  0.80  0.50
-4.8496    -2.6228   -2.2269       00100   005        2          0000000006   1.00  0.80  0.50
-3.6000    -2.6559   -0.9441       00100   005        2          0000000006   0.00  0.90  0.50
-3.6221    -2.1861   -1.4360       00100   005        2          0000000006   0.10  0.90  0.50
-3.6868    -3.2620   -0.4248       00100   005        2          0000000006   0.20  0.90  0.50
-3.7900    -2.8215   -0.9685       00100   005        2          0000000006   0.30  0.90  0.50
-3.9260    -2.9528   -0.9732       00100   005        2          0000000006   0.40  0.90  0.50
-4.0891    -2.0644   -2.0247       00100   005        2          0000000006   0.50  0.90  0.50
-4.2739    -3.1354   -1.1385       00100   005        2          0000000006   0.60  0.90  0.50
-4.4758    -1.8701   -2.6057       00100   005        2          0000000006   0.70  0.90  0.50
-4.6914    -1.9586   -2.7328       00100   005        2          0000000006   0.80  0.90  0.50
-4.9177    -4.0202   -0.8975       00100   005        2          0000000006   0.90  0.90  0.50
-5.1526    -3.7253   -1.4274       00100   005        2          0000000006   1.00  0.90  0.50
-4.0000    -0.6689   -3.3311       00100   005        2          0000000006   0.00  1.00  0.50
-4.0199    -3.6329   -0.3870       00100   005        2          0000000006   0.10  1.00  0.50
-4.0785    -3.6487   -0.4298       00100   005        2          0000000006   0.20  1.00  0.50
-4.1726    -2.6920   -1.4805       00100   005        2          0000000006   0.30  1.00  0.50
-4.2978    -3.9048   -0.3930       00100   005        2          0000000006   0.40  1.00  0.50
-4.4495    -3.8057   -0.6438       00100   005        2          0000000006   0.50  1.00  0.50
-4.6230    -3.1346   -1.4884       00100   005        2          0000000006   0.60  1.00  0.50
-4.8142    -3.2947   -1.5196       00100   005        2          0000000006   0.70  1.00  0.50
-5.0199    -3.3191   -1.7009       00100   005        2          0000000006   0.80  1.00  0.50
-5.2373    -3.3571   -1.8802       00100   005        2          0000000006   0.90  1.00  0.50
-5.4641    -2.8951   -2.5690       00100   005        2          0000000006   1.00  1.00  0.50
 0.0000     0.0000    0.0000       00100   005        2          0000000006   0.00  0.00  0.60
-0.2828    -0.1658   -0.1171       00100   005        2          0000000006   0.10  0.00  0.60
-0.5657    -0.1567   -0.4090       00100   005        2          0000000006   0.20  0.00  0.60
-0.8485    -0.4644   -0.3841       00100   005        2          0000000006   0.30  0.00  0.60
-1.1314    -0.7798   -0.3516       00100   005        2          0000000006   0.40  0.00  0.60
-1.4142    -0.8724   -0.5418       00100   005        2          0000000006   0.50  0.00  0.60
-1.6971    -0.5716   -1.1255       00100   005        2          0000000006   0.60  0.00  0.60
-1.9799    -0.6102   -1.3697       00100   005        2          0000000006   0.70  0.00  0.60
-2.2627    -1.5179   -0.7448       00100   005        2          0000000006   0.80  0.00  0.60
-2.5456    -1.4502   -1.0954       00100   005        2          0000000006   0.90  0.00  0.60
-2.8284    -1.4272   -1.4012       00100   005        2          0000000006   1.00  0.00  0.60
-0.4000    -0.2113   -0.1887       00100   005        2          0000000006   0.00  0.10  0.60
-0.5464    -0.4586   -0.0878       00100   005        2          0000000006   0.10  0.10  0.60
-0.8000    -0.2457   -0.5543       00100   005        2          0000000006   0.20  0.10  0.60
-1.0718    -0.9264   -0.1454       00100   005        2          0000000006   0.30  0.10  0.60
-1.3489    -0.5487   -0.8002       00100   005        2          0000000006   0.40  0.10  0.60
-1.6283    -1.3832   -0.2451       00100   005        2          0000000006   0.50  0.10  0.60
-1.9088    -1.2921   -0.6167       00100   005        2          0000000006   0.60  0.10  0.60
-2.1900    -1.1331   -1.0569       00100   005        2          0000000006   0.70  0.10  0.60
-2.4716    -0.7724   -1.6992       00100   005        2          0000000006   0.80  0.10  0.60
-2.7534    -0.9660   -1.7874       00100   005        2          0000000006   0.90  0.10  0.60
-3.0355    -2.6145   -0.4210       00100   005        2          0000000006   1.00  0.10  0.60
-0.8000    -0.6536   -0.1464       00100   005        2          0000000006   0.00  0.20  0.60
-0.8899    -0.5562   -0.3337       00100   005        2          0000000006   0.10  0.20  0.60
-1.0928    -0.5128   -0.5800       00100   005        2          0000000006   0.20  0.20  0.60
-1.3381    -0.9172   -0.4209       00100   005        2          0000000006   0.30  0.20  0.60
-1.6000    -1.0996   -0.5004       00100   005        2          0000000006   0.40  0.20  0.60
-1.8697    -1.1973   -0.6724       00100   005        2          0000000006   0.50  0.20  0.60
-2.1436    -1.5420   -0.6016       00100   005        2          0000000006   0.60  0.20  0.60
-2.4199    -1.1384   -1.2815       00100   005        2          0000000006   0.70  0.20  0.60
-2.6978    -2.1486   -0.5492       00100   005        2          0000000006   0.80  0.20  0.60
-2.9768    -2.7161   -0.2608       00100   005        2          0000000006   0.90  0.20  0.60
-3.2566    -0.7723   -2.4843       00100   005        2          0000000006   1.00  0.20  0.60
-1.2000    -1.1741   -0.0259       00100   005        2          0000000006   0.00  0.30  0.60
-1.2633    -0.9796   -0.2837       00100   005        2          0000000006   0.10  0.30  0.60
-1.4246    -0.9772   -0.4474       00100   005        2          0000000006   0.20  0.30  0.60
-1.6392    -1.2970   -0.3423       00100   005        2          0000000006   0.30  0.30  0.60
-1.8806    -0.9914   -0.8892       00100   005        2          0000000006   0.40  0.30  0.60
-2.1362    -1.4914   -0.6448       00100   005        2          0000000006   0.50  0.30  0.60
-2.4000    -1.0475   -1.3525       00100   005        2          0000000006   0.60  0.30  0.60
-2.6688    -2.4455   -0.2233       00100   005        2          0000000006   0.70  0.30  0.60
-2.9409    -0.9160   -2.0250       00100   005        2          0000000006   0.80  0.30  0.60
-3.2153    -1.3911   -1.8243       00100   005        2          0000000006   0.90  0.30  0.60
-3.4914    -2.9148   -0.5766       00100   005        2          0000000006   1.00  0.30  0.60
-1.6000    -1.3507   -0.2493       00100   005        2          0000000006   0.00  0.40  0.60
-1.6485    -1.4977   -0.1508       00100   005        2          0000000006   0.10  0.40  0.60
-1.7798    -0.2392   -1.5406       00100   005        2          0000000006   0.20  0.40  0.60
-1.9662    -0.7543   -1.2118       00100   005        2          0000000006   0.30  0.40  0.60
-2.1856    -1.6073   -0.5784       00100   005        2          0000000006   0.40  0.40  0.60
-2.4248    -1.9097   -0.5151       00100   005        2          0000000006   0.50  0.40  0.60
-2.6762    -2.5153   -0.1608       00100   005        2          0000000006   0.60  0.40  0.60
-2.9354    -2.1711   -0.7643       00100   005        2          0000000006   0.70  0.40  0.60
-3.2000    -1.8127   -1.3873       00100   005        2          0000000006   0.80  0.40  0.60
-3.4683    -3.2716   -0.1967       00100   005        2          0000000006   0.90  0.40  0.60
-3.7394    -3.3308   -0.4086       00100   005        2          0000000006   1.00  0.40  0.60
-2.0000    -1.9281   -0.0719       00100   005        2          0000000006   0.00  0.50  0.60
-2.0392    -1.7157   -0.3235       00100   005        2          0000000006   0.10  0.50  0.60
-2.1489    -1.9087   -0.2402       00100   005        2          0000000006   0.20  0.50  0.60
-2.3115    -2.1314   -0.1801       00100   005        2          0000000006   0.30  0.50  0.60
-2.5100    -2.0452   -0.4647       00100   005        2          0000000006   0.40  0.50  0.60
-2.7321    -1.4889   -1.2432       00100   005        2          0000000006   0.50  0.50  0.60
-2.9698    -2.3816   -0.5882       00100   005        2          0000000006   0.60  0.50  0.60
-3.2181    -1.7302   -1.4879       00100   005        2          0000000006   0.70  0.50  0.60
-3.4739    -2.2065   -1.2673       00100   005        2          0000000006   0.80  0.50  0.60
-3.7350    -2.2018   -1.5331       00100   005        2          0000000006   0.90  0.50  0.60
-4.0000    -1.8522   -2.1478       00100   005        2          0000000006   1.00  0.50  0.60
-2.4000    -1.6432   -0.7568       00100   005        2          0000000006   0.00  0.60  0.60
-2.4329    -2.2235   -0.2094       00100   005        2          0000000006   0.10  0.60  0.60
-2.5266    -1.5875   -0.9391       00100   005        2          0000000006   0.20  0.60  0.60
-2.6697    -1.7561   -0.9136       00100   005        2          0000000006   0.30  0.60  0.60
-2.8492    -1.8734   -0.9758       00100   005        2          0000000006   0.40  0.60  0.60
-3.0547    -2.4054   -0.6494       00100   005        2          0000000006   0.50  0.60  0.60
-3.2785    -2.4681   -0.8104       00100   005        2          0000000006   0.60  0.60  0.60
-3.5152    -2.6803   -0.8349       00100   005        2          0000000006   0.70  0.60  0.60
-3.7612    -2.6005   -1.1607       00100   005        2          0000000006   0.80  0.60  0.60
-4.0142    -3.2574   -0.7569       00100   005        2          0000000006   0.90  0.60  0.60
-4.2725    -3.3127   -0.9598       00100   005        2          0000000006   1.00  0.60  0.60
-2.8000    -2.5817   -0.2183       00100   005        2          0000000006   0.00  0.70  0.60
-2.8283    -2.2045   -0.6238       00100   005        2          0000000006   0.10  0.70  0.60
-2.9100    -2.1947   -0.7153       00100   005        2          0000000006   0.20  0.70  0.60
-3.0371    -2.3536   -0.6835       00100   005        2          0000000006   0.30  0.70  0.60
-3.2000    -2.7275   -0.4725       00100   005        2          0000000006   0.40  0.70  0.60
-3.3900    -2.7437   -0.6463       00100   005        2          0000000006   0.50  0.70  0.60
-3.6000    -2.7093   -0.8907       00100   005        2          0000000006   0.60  0.70  0.60
-3.8249    -1.6364   -2.1885       00100   005        2          0000000006   0.70  0.70  0.60
-4.0608    -2.7554   -1.3054       00100   005        2          0000000006   0.80  0.70  0.60
-4.3052    -4.0371   -0.2681       00100   005        2          0000000006   0.90  0.70  0.60
-4.5559    -3.6970   -0.8590       00100   005        2          0000000006   1.00  0.70  0.60
-3.2000    -2.4019   -0.7981       00100   005        2          0000000006   0.00  0.80  0.60
-3.2248    -3.1585   -0.0663       00100   005        2          0000000006   0.10  0.80  0.60
-3.2971    -2.9750   -0.3221       00100   005        2          0000000006   0.20  0.80  0.60
-3.4111    -2.7680   -0.6431       00100   005        2          0000000006   0.30  0.80  0.60
-3.5596    -1.7566   -1.8030       00100   005        2          0000000006   0.40  0.80  0.60
-3.7354    -2.3781   -1.3573       00100   005        2          0000000006   0.50  0.80  0.60
-3.9324    -1.9877   -1.9447       00100   005        2          0000000006   0.60  0.80  0.60
-4.1456    -2.3047   -1.8409       00100   005        2          0000000006   0.70  0.80  0.60
-4.3713    -3.2351   -1.1362       00100   005        2          0000000006   0.80  0.80  0.60
-4.6067    -3.9183   -0.6883       00100   005        2          0000000006   0.90  0.80  0.60
-4.8496    -2.1902   -2.6595       00100   005        2          0000000006   1.00  0.80  0.60
-3.6000    -1.7111   -1.8889       00100   005        2          0000000006   0.00  0.90  0.60
-3.6221    -3.4354   -0.1867       00100   005        2          0000000006   0.10  0.90  0.60
-3.6868    -3.2778   -0.4090       00100   005        2          0000000006   0.20  0.90  0.60
-3.7900    -2.2564   -1.5336       00100   005        2          0000000006   0.30  0.90  0.60
-3.9260    -3.1866   -0.7394       00100   005        2          0000000006   0.40  0.90  0.60
-4.0891    -1.6896   -2.3995       00100   005        2          0000000006   0.50  0.90  0.60
-4.2739    -3.2424   -1.0315       00100   005        2          0000000006   0.60  0.90  0.60
-4.4758    -3.7325   -0.7433       00100   005        2          0000000006   0.70  0.90  0.60
-4.6914    -3.0232   -1.6681       00100   005        2          0000000006   0.80  0.90  0.60
-4.9177    -2.5867   -2.3310       00100   005        2          0000000006   0.90  0.90  0.60
-5.1526    -3.0536   -2.0990       00100   005        2          0000000006   1.00  0.90  0.60
-4.0000    -1.7557   -2.2443       00100   005        2          0000000006   0.00  1.00  0.60
-4.0199    -3.3420   -0.6779       00100   005        2          0000000006   0.10  1.00  0.60
-4.0785    -3.6007   -0.4778       00100   005        2          0000000006   0.20  1.00  0.60
-4.1726    -3.8145   -0.3581       00100   005        2          0000000006   0.30  1.00  0.60
-4.2978    -4.0191   -0.2787       00100   005        2          0000000006   0.40  1.00  0.60
-4.4495    -2.5412   -1.9083       00100   005        2          0000000006   0.50  1.00  0.60
-4.6230    -3.2287   -1.3943       00100   005        2          0000000006   0.60  1.00  0.60
-4.8142    -4.4895   -0.3248       00100   005        2          0000000006   0.70  1.00  0.60
-5.0199    -3.2746   -1.7453       00100   005        2          0000000006   0.80  1.00  0.60
-5.2373    -2.9953   -2.2420       00100   005        2          0000000006   0.90  1.00  0.60
-5.4641    -2.5476   -2.9165       00100   005        2          0000000006   1.00  1.00  0.60
 0.0000     0.0000    0.0000       00100   005        2          0000000006   0.00  0.00  0.70
-0.2828    -0.0409   -0.2419       00100   005        2          0000000006   0.10  0.00  0.70
-0.5657    -0.4030   -0.1627       00100   005        2          0000000006   0.20  0.00  0.70
-0.8485    -0.5238   -0.3247       00100   005        2          0000000006   0.30  0.00  0.70
-1.1314    -0.6236   -0.5078       00100   005        2          0000000006   0.40  0.00  0.70
-1.4142    -0.4906   -0.9236       00100   005        2          0000000006   0.50  0.00  0.70
-1.6971    -0.4050   -1.2920       00100   005        2          0000000006   0.60  0.00  0.70
-1.9799    -1.0199   -0.9600       00100   005        2          0000000006   0.70  0.00  0.70
-2.2627    -1.4683   -0.7945       00100   005        2          0000000006   0.80  0.00  0.70
-2.5456    -2.3048   -0.2408       00100   005        2          0000000006   0.90  0.00  0.70
-2.8284    -2.1697   -0.6587       00100   005        2          0000000006   1.00  0.00  0.70
-0.4000    -0.3438   -0.0562       00100   005        2          0000000006   0.00  0.10  0.70
-0.5464    -0.4425   -0.1039       00100   005        2          0000000006   0.10  0.10  0.70
-0.8000    -0.2063   -0.5937       00100   005        2          0000000006   0.20  0.10  0.70
-1.0718    -0.7098   -0.3620       00100   005        2          0000000006   0.30  0.10  0.70
-1.3489    -0.3034   -1.0455       00100   005        2          0000000006   0.40  0.10  0.70
-1.6283    -1.3589   -0.2694       00100   005        2          0000000006   0.50  0.10  0.70
-1.9088    -1.1783   -0.7305       00100   005        2          0000000006   0.60  0.10  0.70
-2.1900    -1.3240   -0.8660       00100   005        2          0000000006   0.70  0.10  0.70
-2.4716    -1.4540   -1.0176       00100   005        2          0000000006   0.80  0.10  0.70
-2.7534    -1.8691   -0.8843       00100   005        2          0000000006   0.90  0.10  0.70
-3.0355    -2.0266   -1.0089       00100   005        2          0000000006   1.00  0.10  0.70
-0.8000    -0.4216   -0.3784       00100   005        2          0000000006   0.00  0.20  0.70
-0.8899    -0.5278   -0.3621       00100   005        2          0000000006   0.10  0.20  0.70
-1.0928    -0.5677   -0.5251       00100   005        2          0000000006   0.20  0.20  0.70
-1.3381    -1.0600   -0.2780       00100   005        2          0000000006   0.30  0.20  0.70
-1.6000    -0.5573   -1.0427       00100   005        2          0000000006   0.40  0.20  0.70
-1.8697    -0.8103   -1.0594       00100   005        2          0000000006   0.50  0.20  0.70
-2.1436    -1.8430   -0.3006       00100   005        2          0000000006   0.60  0.20  0.70
-2.4199    -1.3826   -1.0373       00100   005        2          0000000006   0.70  0.20  0.70
-2.6978    -1.4731   -1.2248       00100   005        2          0000000006   0.80  0.20  0.70
-2.9768    -1.7428   -1.2340       00100   005        2          0000000006   0.90  0.20  0.70
-3.2566    -2.0550   -1.2016       00100   005        2          0000000006   1.00  0.20  0.70
-1.2000    -0.7416   -0.4584       00100   005        2          0000000006   0.00  0.30  0.70
-1.2633    -0.7569   -0.5065       00100   005        2          0000000006   0.10  0.30  0.70
-1.4246    -0.6518   -0.7728       00100   005        2          0000000006   0.20  0.30  0.70
-1.6392    -1.5496   -0.0896       00100   005        2          0000000006   0.30  0.30  0.70
-1.8806    -0.5343   -1.3463       00100   005        2          0000000006   0.40  0.30  0.70
-2.1362    -1.0030   -1.1333       00100   005        2          0000000006   0.50  0.30  0.70
-2.4000    -1.8203   -0.5797       00100   005        2          0000000006   0.60  0.30  0.70
-2.6688    -1.6085   -1.0603       00100   005        2          0000000006   0.70  0.30  0.70
-2.9409    -1.0306   -1.9103       00100   005        2          0000000006   0.80  0.30  0.70
-3.2153    -2.2442   -0.9711       00100   005        2          0000000006   0.90  0.30  0.70
-3.4914    -1.4760   -2.0153       00100   005        2          0000000006   1.00  0.30  0.70
-1.6000    -1.3024   -0.2976       00100   005        2          0000000006   0.00  0.40  0.70
-1.6485    -1.4735   -0.1750       00100   005        2          0000000006   0.10  0.40  0.70
-1.7798    -1.2329   -0.5469       00100   005        2          0000000006   0.20  0.40  0.70
-1.9662    -1.3056   -0.6606       00100   005        2          0000000006   0.30  0.40  0.70
-2.1856    -1.2227   -0.9630       00100   005        2          0000000006   0.40  0.40  0.70
-2.4248    -1.8089   -0.6159       00100   005        2          0000000006   0.50  0.40  0.70
-2.6762    -1.2054   -1.4707       00100   005        2          0000000006   0.60  0.40  0.70
-2.9354    -2.4289   -0.5065       00100   005        2          0000000006   0.70  0.40  0.70
