Target_E   Reached_E  Difference   Sweeps  TotalTime  Electrons  Dimension    J     K     B 
-3.4000    -3.3308   -0.0692       00100   005        1          0000000004   0.90  0.50  0.80
-3.6000    -3.2758   -0.3242       00100   005        1          0000000004   1.00  0.50  0.80
-1.6000    -1.6000    0.0000       00100   005        1          0000000004   0.00  0.60  0.80
-1.8000    -1.7936   -0.0064       00100   005        1          0000000004   0.10  0.60  0.80
-2.0000    -1.9919   -0.0081       00100   005        1          0000000004   0.20  0.60  0.80
-2.2000    -2.1877   -0.0123       00100   005        1          0000000004   0.30  0.60  0.80
-2.4000    -2.3833   -0.0167       00100   005        1          0000000004   0.40  0.60  0.80
-2.6000    -2.4023   -0.1977       00100   005        1          0000000004   0.50  0.60  0.80
-2.8000    -2.6491   -0.1509       00100   005        1          0000000004   0.60  0.60  0.80
-3.0000    -2.9236   -0.0764       00100   005        1          0000000004   0.70  0.60  0.80
-3.2000    -3.1308   -0.0692       00100   005        1          0000000004   0.80  0.60  0.80
-3.4000    -3.3731   -0.0269       00100   005        1          0000000004   0.90  0.60  0.80
-3.6000    -3.3373   -0.2627       00100   005        1          0000000004   1.00  0.60  0.80
-1.6000    -1.6000    0.0000       00100   005        1          0000000004   0.00  0.70  0.80
-1.8000    -1.7810   -0.0190       00100   005        1          0000000004   0.10  0.70  0.80
-2.0000    -1.9506   -0.0494       00100   005        1          0000000004   0.20  0.70  0.80
-2.2000    -1.9450   -0.2550       00100   005        1          0000000004   0.30  0.70  0.80
-2.4000    -2.2312   -0.1688       00100   005        1          0000000004   0.40  0.70  0.80
-2.6000    -2.5128   -0.0872       00100   005        1          0000000004   0.50  0.70  0.80
-2.8000    -2.7905   -0.0095       00100   005        1          0000000004   0.60  0.70  0.80
-3.0000    -2.7349   -0.2651       00100   005        1          0000000004   0.70  0.70  0.80
-3.2000    -3.0133   -0.1867       00100   005        1          0000000004   0.80  0.70  0.80
-3.4000    -2.5272   -0.8728       00100   005        1          0000000004   0.90  0.70  0.80
-3.6000    -3.1345   -0.4655       00100   005        1          0000000004   1.00  0.70  0.80
-1.6000    -1.6000    0.0000       00100   005        1          0000000004   0.00  0.80  0.80
-1.8000    -1.7393   -0.0607       00100   005        1          0000000004   0.10  0.80  0.80
-2.0000    -1.9000   -0.1000       00100   005        1          0000000004   0.20  0.80  0.80
-2.2000    -1.8920   -0.3080       00100   005        1          0000000004   0.30  0.80  0.80
-2.4000    -2.3145   -0.0855       00100   005        1          0000000004   0.40  0.80  0.80
-2.6000    -2.0129   -0.5871       00100   005        1          0000000004   0.50  0.80  0.80
-2.8000    -2.6646   -0.1354       00100   005        1          0000000004   0.60  0.80  0.80
-3.0000    -2.9873   -0.0127       00100   005        1          0000000004   0.70  0.80  0.80
-3.2000    -2.9749   -0.2251       00100   005        1          0000000004   0.80  0.80  0.80
-3.4000    -2.4354   -0.9646       00100   005        1          0000000004   0.90  0.80  0.80
-3.6000    -3.5523   -0.0477       00100   005        1          0000000004   1.00  0.80  0.80
-1.6000    -1.6000    0.0000       00100   005        1          0000000004   0.00  0.90  0.80
-1.8000    -1.7667   -0.0333       00100   005        1          0000000004   0.10  0.90  0.80
-2.0000    -1.9788   -0.0212       00100   005        1          0000000004   0.20  0.90  0.80
-2.2000    -1.8682   -0.3318       00100   005        1          0000000004   0.30  0.90  0.80
-2.4000    -2.3417   -0.0583       00100   005        1          0000000004   0.40  0.90  0.80
-2.6000    -2.5771   -0.0229       00100   005        1          0000000004   0.50  0.90  0.80
-2.8000    -2.4864   -0.3136       00100   005        1          0000000004   0.60  0.90  0.80
-3.0000    -2.9905   -0.0095       00100   005        1          0000000004   0.70  0.90  0.80
-3.2000    -2.7742   -0.4258       00100   005        1          0000000004   0.80  0.90  0.80
-3.4000    -2.5344   -0.8656       00100   005        1          0000000004   0.90  0.90  0.80
-3.6000    -3.4570   -0.1430       00100   005        1          0000000004   1.00  0.90  0.80
-1.6000    -1.6000    0.0000       00100   005        1          0000000004   0.00  1.00  0.80
-1.8000    -1.7926   -0.0074       00100   005        1          0000000004   0.10  1.00  0.80
-2.0000    -1.9284   -0.0716       00100   005        1          0000000004   0.20  1.00  0.80
-2.2000    -2.0818   -0.1182       00100   005        1          0000000004   0.30  1.00  0.80
-2.4000    -2.3246   -0.0754       00100   005        1          0000000004   0.40  1.00  0.80
-2.6000    -2.1513   -0.4487       00100   005        1          0000000004   0.50  1.00  0.80
-2.8000    -2.7353   -0.0647       00100   005        1          0000000004   0.60  1.00  0.80
-3.0000    -2.4290   -0.5710       00100   005        1          0000000004   0.70  1.00  0.80
-3.2000    -3.0861   -0.1139       00100   005        1          0000000004   0.80  1.00  0.80
-3.4000    -2.7814   -0.6186       00100   005        1          0000000004   0.90  1.00  0.80
-3.6000    -3.5377   -0.0623       00100   005        1          0000000004   1.00  1.00  0.80
-1.8000    -1.8000    0.0000       00100   005        1          0000000004   0.00  0.00  0.90
-2.0000    -1.9216   -0.0784       00100   005        1          0000000004   0.10  0.00  0.90
-2.2000    -2.0444   -0.1556       00100   005        1          0000000004   0.20  0.00  0.90
-2.4000    -2.3873   -0.0127       00100   005        1          0000000004   0.30  0.00  0.90
-2.6000    -2.4655   -0.1345       00100   005        1          0000000004   0.40  0.00  0.90
-2.8000    -2.7473   -0.0527       00100   005        1          0000000004   0.50  0.00  0.90
-3.0000    -2.9697   -0.0303       00100   005        1          0000000004   0.60  0.00  0.90
-3.2000    -3.1246   -0.0754       00100   005        1          0000000004   0.70  0.00  0.90
-3.4000    -2.9097   -0.4903       00100   005        1          0000000004   0.80  0.00  0.90
-3.6000    -3.5326   -0.0674       00100   005        1          0000000004   0.90  0.00  0.90
-3.8000    -3.7283   -0.0717       00100   005        1          0000000004   1.00  0.00  0.90
-1.8000    -1.8000    0.0000       00100   005        1          0000000004   0.00  0.10  0.90
-2.0000    -1.9946   -0.0054       00100   005        1          0000000004   0.10  0.10  0.90
-2.2000    -2.1401   -0.0599       00100   005        1          0000000004   0.20  0.10  0.90
-2.4000    -2.3480   -0.0520       00100   005        1          0000000004   0.30  0.10  0.90
-2.6000    -2.5543   -0.0457       00100   005        1          0000000004   0.40  0.10  0.90
-2.8000    -2.7572   -0.0428       00100   005        1          0000000004   0.50  0.10  0.90
-3.0000    -2.6948   -0.3052       00100   005        1          0000000004   0.60  0.10  0.90
-3.2000    -3.1380   -0.0620       00100   005        1          0000000004   0.70  0.10  0.90
-3.4000    -3.3373   -0.0627       00100   005        1          0000000004   0.80  0.10  0.90
-3.6000    -3.5736   -0.0264       00100   005        1          0000000004   0.90  0.10  0.90
-3.8000    -3.6053   -0.1947       00100   005        1          0000000004   1.00  0.10  0.90
-1.8000    -1.8000    0.0000       00100   005        1          0000000004   0.00  0.20  0.90
-2.0000    -1.9492   -0.0508       00100   005        1          0000000004   0.10  0.20  0.90
-2.2000    -2.1536   -0.0464       00100   005        1          0000000004   0.20  0.20  0.90
-2.4000    -2.3220   -0.0780       00100   005        1          0000000004   0.30  0.20  0.90
-2.6000    -2.4113   -0.1887       00100   005        1          0000000004   0.40  0.20  0.90
-2.8000    -2.7439   -0.0561       00100   005        1          0000000004   0.50  0.20  0.90
-3.0000    -2.8440   -0.1560       00100   005        1          0000000004   0.60  0.20  0.90
-3.2000    -3.0694   -0.1306       00100   005        1          0000000004   0.70  0.20  0.90
-3.4000    -2.3200   -1.0800       00100   005        1          0000000004   0.80  0.20  0.90
-3.6000    -3.2559   -0.3441       00100   005        1          0000000004   0.90  0.20  0.90
-3.8000    -3.3108   -0.4892       00100   005        1          0000000004   1.00  0.20  0.90
-1.8000    -1.8000    0.0000       00100   005        1          0000000004   0.00  0.30  0.90
-2.0000    -1.9161   -0.0839       00100   005        1          0000000004   0.10  0.30  0.90
-2.2000    -2.1656   -0.0344       00100   005        1          0000000004   0.20  0.30  0.90
-2.4000    -2.2902   -0.1098       00100   005        1          0000000004   0.30  0.30  0.90
-2.6000    -2.3813   -0.2187       00100   005        1          0000000004   0.40  0.30  0.90
-2.8000    -2.6810   -0.1190       00100   005        1          0000000004   0.50  0.30  0.90
-3.0000    -2.8695   -0.1305       00100   005        1          0000000004   0.60  0.30  0.90
-3.2000    -2.7473   -0.4527       00100   005        1          0000000004   0.70  0.30  0.90
-3.4000    -3.3428   -0.0572       00100   005        1          0000000004   0.80  0.30  0.90
-3.6000    -3.5784   -0.0216       00100   005        1          0000000004   0.90  0.30  0.90
-3.8000    -3.7939   -0.0061       00100   005        1          0000000004   1.00  0.30  0.90
-1.8000    -1.8000    0.0000       00100   005        1          0000000004   0.00  0.40  0.90
-2.0000    -1.9682   -0.0318       00100   005        1          0000000004   0.10  0.40  0.90
-2.2000    -2.1260   -0.0740       00100   005        1          0000000004   0.20  0.40  0.90
-2.4000    -2.2559   -0.1441       00100   005        1          0000000004   0.30  0.40  0.90
-2.6000    -2.4955   -0.1045       00100   005        1          0000000004   0.40  0.40  0.90
-2.8000    -2.6461   -0.1539       00100   005        1          0000000004   0.50  0.40  0.90
-3.0000    -2.7190   -0.2810       00100   005        1          0000000004   0.60  0.40  0.90
-3.2000    -3.1763   -0.0237       00100   005        1          0000000004   0.70  0.40  0.90
-3.4000    -3.3222   -0.0778       00100   005        1          0000000004   0.80  0.40  0.90
-3.6000    -3.5071   -0.0929       00100   005        1          0000000004   0.90  0.40  0.90
-3.8000    -2.6222   -1.1778       00100   005        1          0000000004   1.00  0.40  0.90
-1.8000    -1.8000    0.0000       00100   005        1          0000000004   0.00  0.50  0.90
-2.0000    -1.9937   -0.0063       00100   005        1          0000000004   0.10  0.50  0.90
-2.2000    -1.9323   -0.2677       00100   005        1          0000000004   0.20  0.50  0.90
-2.4000    -2.3627   -0.0373       00100   005        1          0000000004   0.30  0.50  0.90
-2.6000    -2.4161   -0.1839       00100   005        1          0000000004   0.40  0.50  0.90
-2.8000    -2.3673   -0.4327       00100   005        1          0000000004   0.50  0.50  0.90
-3.0000    -2.9850   -0.0150       00100   005        1          0000000004   0.60  0.50  0.90
-3.2000    -3.1604   -0.0396       00100   005        1          0000000004   0.70  0.50  0.90
-3.4000    -3.2897   -0.1103       00100   005        1          0000000004   0.80  0.50  0.90
-3.6000    -3.0583   -0.5417       00100   005        1          0000000004   0.90  0.50  0.90
-3.8000    -2.5073   -1.2927       00100   005        1          0000000004   1.00  0.50  0.90
-1.8000    -1.8000    0.0000       00100   005        1          0000000004   0.00  0.60  0.90
-2.0000    -1.9704   -0.0296       00100   005        1          0000000004   0.10  0.60  0.90
-2.2000    -2.1709   -0.0291       00100   005        1          0000000004   0.20  0.60  0.90
-2.4000    -2.3480   -0.0520       00100   005        1          0000000004   0.30  0.60  0.90
-2.6000    -2.4163   -0.1837       00100   005        1          0000000004   0.40  0.60  0.90
-2.8000    -2.4691   -0.3309       00100   005        1          0000000004   0.50  0.60  0.90
-3.0000    -2.9922   -0.0078       00100   005        1          0000000004   0.60  0.60  0.90
-3.2000    -3.0746   -0.1254       00100   005        1          0000000004   0.70  0.60  0.90
-3.4000    -3.1161   -0.2839       00100   005        1          0000000004   0.80  0.60  0.90
-3.6000    -3.4182   -0.1818       00100   005        1          0000000004   0.90  0.60  0.90
-3.8000    -3.0346   -0.7654       00100   005        1          0000000004   1.00  0.60  0.90
-1.8000    -1.8000    0.0000       00100   005        1          0000000004   0.00  0.70  0.90
-2.0000    -1.9942   -0.0058       00100   005        1          0000000004   0.10  0.70  0.90
-2.2000    -2.0847   -0.1153       00100   005        1          0000000004   0.20  0.70  0.90
-2.4000    -2.3833   -0.0167       00100   005        1          0000000004   0.30  0.70  0.90
-2.6000    -2.5703   -0.0297       00100   005        1          0000000004   0.40  0.70  0.90
-2.8000    -2.6352   -0.1648       00100   005        1          0000000004   0.50  0.70  0.90
-3.0000    -2.9212   -0.0788       00100   005        1          0000000004   0.60  0.70  0.90
